"id","sex","gpa","Alcoholuse","alcatt","dadjob","momjob","dadclose","momclose","larceny","vandalism"
1860,2,2,4,2,1,1,2,2,2,2
1861,2,1,4,3,1,2,2,2,2,2
1862,2,4,3,2,1,2,2,3,3,3
1863,2,4,5,4,1,2,2,3,2,2
1864,2,2,4,2,1,2,2,2,2,2
1865,1,1,4,3,2,1,3,2,2,2
1866,2,4,6,4,1,2,2,1,1,1
1867,1,2,5,4,1,2,2,3,2,2
1868,1,3,4,3,1,2,2,2,2,2
1869,2,3,3,3,1,1,4,3,3,3
1870,2,1,3,1,2,2,1,2,3,2
1871,2,2,1,1,1,2,3,4,4,4
1872,1,2,4,2,1,1,2,1,2,1
1873,1,2,4,3,1,2,3,3,3,3
1874,2,3,4,2,1,2,2,2,2,2
1875,2,4,5,4,1,1,3,2,2,2
1876,2,3,4,3,2,2,2,3,2,3
1877,2,1,3,2,1,2,3,3,3,3
1878,2,1,4,3,1,1,3,3,2,2
1879,1,4,5,3,1,2,1,2,2,1
1880,2,2,2,2,1,2,4,3,3,4
1881,2,2,3,2,1,2,2,4,3,3
1882,2,4,3,3,1,2,3,4,3,4
1883,1,3,5,4,1,2,2,3,2,2
1884,1,4,3,1,1,2,1,2,2,2
1885,2,3,4,3,1,1,1,3,2,2
1886,1,3,4,3,1,1,4,2,2,2
1887,1,3,3,2,1,2,3,3,3,3
1888,1,3,3,2,1,2,1,3,3,3
1889,1,1,4,2,2,2,3,1,2,2
1890,1,2,6,4,1,2,1,2,2,1
1891,1,2,5,4,1,2,1,3,2,2
1892,1,2,3,2,1,1,3,3,3,3
1893,2,4,6,4,1,2,1,2,1,1
1894,2,4,4,3,1,1,1,3,2,2
1895,1,2,3,2,1,2,3,3,3,3
1896,2,3,5,2,1,1,1,1,1,1
1897,1,2,3,2,2,2,2,3,3,3
1898,2,4,2,1,1,2,3,3,3,3
1899,2,4,4,3,1,1,4,2,2,2
1900,2,3,4,3,1,2,2,3,2,3
1901,1,2,3,2,1,2,1,4,3,3
1902,2,2,2,1,1,2,3,2,3,3
1903,2,2,4,2,1,2,1,2,2,2
1904,2,2,6,4,1,1,1,2,1,1
1905,1,2,3,2,1,2,3,3,3,3
1906,2,4,3,3,1,2,2,4,3,3
1907,2,3,6,4,2,1,2,2,1,1
1908,2,1,4,2,1,2,2,1,2,2
1909,2,2,4,3,2,1,4,2,2,2
1910,2,2,5,4,2,2,2,2,2,2
1911,2,3,4,3,1,1,3,2,2,2
1912,1,3,4,3,1,2,2,3,2,3
1913,1,4,3,1,1,1,1,2,2,2
1914,2,2,5,3,1,2,3,1,2,1
1915,2,2,4,3,1,2,1,4,3,3
1916,2,1,4,2,1,2,1,2,2,2
1917,2,3,3,2,2,1,3,3,3,3
1918,1,3,5,4,1,2,1,3,2,2
1919,2,3,4,2,1,2,1,2,2,2
1920,2,1,3,2,1,2,3,2,2,3
1921,2,4,3,2,2,2,3,3,3,3
1922,2,2,6,4,1,2,1,2,1,1
1923,1,3,2,1,1,2,3,2,3,3
1924,1,1,4,3,1,2,4,1,2,2
1925,2,4,4,3,1,2,1,3,2,2
1926,1,3,3,3,1,1,2,4,3,3
1927,2,3,4,3,1,2,2,3,2,2
1928,1,3,4,3,1,1,1,3,2,2
1929,2,4,3,1,1,1,3,2,3,2
1930,2,2,3,2,1,2,2,3,3,3
1931,2,3,5,3,1,2,2,2,2,2
1932,1,1,3,2,1,1,3,2,3,3
1933,1,2,3,2,1,2,4,2,3,3
1934,2,1,4,3,1,2,4,2,2,2
1935,2,3,4,2,1,1,4,1,2,2
1936,2,3,4,2,1,2,2,2,2,2
1937,2,2,4,3,1,1,4,2,2,2
1938,2,2,4,3,1,2,2,3,2,3
1939,1,1,4,3,1,1,3,2,2,2
1940,1,3,3,2,1,1,3,2,3,2
1941,1,3,3,2,2,2,4,2,3,3
1942,1,3,4,2,1,2,2,2,2,2
1943,2,2,6,4,1,2,1,2,1,1
1944,1,3,2,2,1,2,3,4,3,4
1945,2,2,3,3,1,2,4,4,3,4
1946,1,3,3,2,1,2,3,2,2,3
1947,2,3,5,3,1,2,3,1,2,1
1948,2,1,5,3,1,2,1,1,1,1
1949,1,3,6,4,1,2,2,2,2,1
1950,2,2,2,1,1,1,2,4,3,4
1951,2,3,5,3,1,1,2,2,2,1
1952,1,3,4,2,1,1,2,2,2,2
1953,1,2,4,3,2,1,3,2,2,2
1954,2,2,4,2,1,2,1,1,2,1
1955,1,4,4,3,1,2,3,2,2,2
1956,2,3,5,4,1,2,4,2,2,2
1957,1,2,4,4,1,2,4,3,3,3
1958,2,1,4,4,1,2,4,3,3,3
1959,1,3,5,3,1,2,1,2,2,1
1960,2,2,4,3,2,2,3,3,3,3
1961,2,3,4,3,1,2,3,3,3,3
1962,2,3,3,2,1,2,3,2,2,2
1963,2,3,4,3,2,2,3,3,3,3
1964,2,2,2,1,1,2,2,3,3,3
1965,2,1,5,3,1,2,2,2,2,2
1966,2,2,2,1,1,1,3,2,3,3
1967,2,2,3,2,1,1,2,2,2,2
1968,1,3,5,3,1,2,2,2,2,1
1969,2,2,4,3,1,2,2,3,2,2
1970,2,2,3,2,1,2,4,2,3,3
1971,2,2,4,2,1,2,1,1,2,2
1972,2,3,4,3,2,2,2,3,3,3
1973,2,2,3,2,1,2,3,3,3,3
1974,2,2,3,2,1,1,4,3,3,3
1975,2,2,2,1,1,1,2,3,3,3
1976,2,4,5,4,1,1,3,2,2,2
1977,2,1,3,2,1,1,4,3,3,3
1978,2,3,3,2,1,2,3,2,2,3
1979,2,1,3,2,1,1,2,4,3,3
1980,2,4,3,3,1,2,4,3,3,3
1981,2,2,4,3,1,1,3,2,2,2
1982,1,2,5,3,1,2,2,1,2,1
1983,1,1,2,1,1,2,3,2,3,3
1984,1,2,3,1,1,2,2,2,3,3
1985,2,1,3,2,1,1,3,3,3,3
1986,2,3,4,2,1,1,4,1,2,2
1987,2,2,4,2,1,2,2,2,2,2
1988,2,4,3,2,1,1,2,3,3,3
1989,1,3,4,3,1,1,3,2,2,2
1990,1,3,2,1,1,1,4,2,3,3
1991,2,2,4,4,1,1,3,4,3,3
1992,1,3,1,1,1,1,3,4,4,4
1993,2,2,5,3,1,2,1,1,2,1
1994,2,2,4,3,1,2,1,3,2,2
1995,2,3,3,2,1,2,3,4,3,3
1996,2,2,4,2,2,2,1,2,2,2
1997,2,1,4,3,1,2,1,3,2,2
1998,2,2,4,3,1,2,4,2,2,2
1999,1,3,4,3,1,2,1,3,2,2
2000,2,2,4,3,1,1,4,1,2,2
2001,1,2,4,2,1,1,2,1,2,2
2002,1,4,4,3,1,1,3,3,2,2
2003,2,3,4,3,1,2,3,3,3,3
2004,2,3,4,3,1,2,3,2,2,2
2005,1,2,3,2,1,2,3,2,3,3
2006,2,2,5,3,1,2,1,2,2,1
2007,2,3,4,3,1,2,2,3,2,2
2008,1,3,3,3,1,2,3,4,3,3
2009,2,2,4,3,1,2,3,2,2,2
2010,1,2,3,1,1,2,2,2,2,3
2011,1,4,5,3,1,2,2,1,1,1
2012,2,2,3,2,1,2,4,2,3,3
2013,2,4,5,4,1,2,3,1,2,1
2014,1,2,4,4,1,2,4,3,2,3
2015,2,1,4,3,1,1,4,2,2,2
2016,1,3,4,3,1,2,3,3,3,3
2017,1,3,3,2,1,2,2,3,3,3
2018,2,2,2,1,1,2,3,3,3,3
2019,2,3,5,3,2,2,3,1,2,2
2020,1,2,4,3,1,2,2,2,2,2
2021,2,2,3,3,2,2,3,4,3,3
2022,2,2,4,2,1,2,1,2,2,2
2023,2,2,4,3,1,2,3,3,3,3
2024,1,2,3,1,1,2,1,2,2,2
2025,1,3,5,4,1,2,3,3,2,2
2026,2,2,5,4,1,1,3,3,2,2
2027,1,3,4,3,1,1,3,3,2,3
2028,1,2,4,2,1,1,2,2,2,2
2029,2,2,3,2,1,2,2,3,3,3
2030,1,2,5,4,1,2,3,2,2,2
2031,2,3,4,2,1,2,2,2,2,2
2032,2,2,4,3,1,2,3,3,2,3
2033,1,3,5,4,1,2,4,2,2,2
2034,2,3,4,3,1,2,2,4,3,3
2035,1,3,3,3,1,2,4,3,3,3
2036,2,1,3,2,1,1,3,2,3,3
2037,1,3,5,4,1,2,3,3,2,2
2038,1,3,4,3,2,2,4,3,3,3
2039,1,3,4,3,1,2,2,4,3,3
2040,2,4,4,3,1,2,2,3,2,3
2041,2,3,5,3,1,2,3,1,2,1
2042,2,2,4,3,1,2,3,3,2,3
2043,1,2,3,3,1,2,4,3,3,3
2044,2,3,2,1,1,2,2,3,3,3
2045,2,3,5,4,1,1,3,3,2,2
2046,2,3,3,2,1,1,2,3,3,3
2047,1,3,4,3,1,2,2,2,2,2
2048,1,3,3,2,1,1,3,2,3,2
2049,1,3,3,3,1,2,3,4,3,3
2050,2,3,5,4,1,1,2,3,2,2
2051,1,3,5,4,1,2,3,3,2,2
2052,2,3,4,3,1,2,3,2,2,2
2053,2,4,2,1,1,2,3,3,3,3
2054,2,3,4,3,1,1,2,3,2,2
2055,2,2,5,4,1,2,4,2,2,2
2056,2,1,3,2,1,2,2,3,3,3
2057,2,4,4,2,1,2,2,2,2,2
2058,2,2,4,2,1,1,2,2,2,2
2059,1,2,3,3,1,2,2,4,3,3
2060,2,3,5,3,1,2,2,1,1,1
2061,2,2,4,3,1,2,3,2,2,2
2062,2,2,4,3,1,2,3,2,2,2
2063,1,1,4,4,1,1,2,4,3,3
2064,1,4,3,3,1,2,3,4,3,3
2065,1,3,3,2,1,1,2,3,3,3
2066,2,3,6,4,1,2,3,1,1,1
2067,1,4,2,1,1,1,2,3,3,3
2068,1,3,4,2,1,1,2,2,2,2
2069,1,2,4,2,1,1,2,1,2,1
2070,1,3,4,3,1,2,2,2,2,2
2071,1,3,3,2,1,2,2,4,3,3
2072,1,1,4,3,1,1,2,3,2,2
2073,2,3,4,3,1,1,2,2,2,2
2074,1,2,4,2,1,2,2,2,2,2
2075,2,4,3,2,1,2,1,4,3,3
2076,2,3,4,2,1,2,4,1,2,2
2077,1,2,4,3,1,2,3,2,2,2
2078,2,3,4,3,1,2,2,2,2,2
2079,2,1,3,2,1,2,3,3,3,3
2080,1,4,3,2,1,1,3,2,3,2
2081,2,4,3,2,1,1,1,3,3,2
2082,1,4,4,3,2,2,2,4,3,3
2083,1,3,3,2,2,2,3,2,3,3
2084,2,3,6,4,1,2,1,1,1,1
2085,1,2,3,2,1,2,4,2,3,3
2086,2,2,5,3,1,2,2,2,2,2
2087,2,2,5,3,1,2,3,1,2,1
2088,1,1,3,2,1,2,3,2,3,3
2089,2,1,4,2,1,2,2,1,2,2
2090,1,3,2,1,1,2,2,3,3,3
2091,2,1,3,2,1,1,2,3,3,3
2092,2,3,6,4,1,2,3,1,1,1
2093,2,1,5,4,1,2,3,2,2,2
2094,1,3,4,3,2,2,2,2,2,2
2095,2,4,4,3,1,2,3,2,2,2
2096,1,2,4,3,1,2,2,3,3,3
2097,1,3,3,3,1,1,4,3,3,3
2098,2,3,4,3,1,2,3,3,3,3
2099,1,4,3,3,1,2,3,4,3,3
2100,1,1,4,3,1,1,2,3,3,3
2101,2,1,5,3,1,2,3,1,2,2
2102,2,1,4,3,1,2,1,3,2,2
2103,2,3,3,2,2,2,2,3,3,3
2104,2,4,4,4,1,2,2,4,3,3
2105,2,2,4,3,1,2,4,2,3,3
2106,2,1,4,3,1,2,3,2,2,2
2107,2,3,3,1,1,2,3,1,2,2
2108,2,2,4,4,1,2,4,4,3,3
2109,2,3,1,1,1,2,3,4,4,4
2110,2,2,5,3,1,2,3,1,2,2
2111,2,3,2,2,1,2,3,4,3,4
2112,2,3,5,3,1,2,2,1,2,1
2113,1,1,4,2,1,2,1,2,2,2
2114,1,4,4,4,1,2,2,4,3,3
2115,1,1,4,3,2,2,3,3,3,3
2116,2,1,4,3,1,2,2,3,2,3
2117,2,3,3,3,1,2,4,3,3,3
2118,1,1,3,2,1,2,3,2,3,3
2119,1,2,2,1,1,2,3,4,4,4
2120,2,3,4,2,1,1,2,2,2,2
2121,2,2,2,1,1,2,2,3,3,3
2122,2,3,4,3,1,1,2,3,2,2
2123,1,3,3,2,1,2,2,3,3,3
2124,2,3,3,2,1,1,2,3,3,2
2125,1,4,6,4,1,1,3,1,1,1
2126,2,3,6,4,1,1,1,2,1,1
2127,1,2,3,2,1,2,1,3,3,3
2128,2,2,4,3,1,2,2,2,2,2
2129,2,3,3,2,1,2,3,2,2,3
2130,1,2,3,2,1,1,2,3,3,3
2131,1,3,4,2,1,1,2,1,2,2
2132,1,3,3,2,1,2,3,3,3,3
2133,1,3,4,3,1,2,2,3,3,2
2134,2,2,6,4,1,1,2,1,1,1
2135,2,3,4,3,1,2,2,3,2,3
2136,2,3,3,3,1,2,3,4,3,3
2137,2,2,3,2,2,2,3,3,3,3
2138,2,2,2,2,1,2,3,4,4,4
2139,2,2,4,3,1,2,2,2,2,2
2140,2,1,5,3,1,1,2,2,2,2
2141,1,4,2,2,1,2,3,4,3,4
2142,2,2,3,1,1,2,3,1,2,2
2143,1,3,4,3,1,1,3,3,3,3
2144,2,2,3,1,1,1,2,2,2,2
2145,1,3,5,2,1,2,1,1,1,1
2146,1,1,4,4,1,2,3,4,3,3
2147,1,2,4,3,1,1,3,2,2,2
2148,2,2,4,3,1,2,2,3,2,3
2149,2,3,3,2,1,1,1,3,3,2
2150,1,4,4,2,1,2,2,2,2,2
2151,2,3,3,3,1,2,3,4,3,3
2152,2,2,3,2,1,2,4,2,3,3
2153,2,4,3,1,2,2,1,2,2,2
2154,2,2,5,3,1,1,1,2,2,2
2155,1,3,3,2,1,1,3,3,3,3
2156,2,3,3,2,1,2,4,3,3,3
2157,1,2,4,2,2,2,3,2,2,2
2158,1,1,3,2,1,2,3,2,3,3
2159,1,4,5,4,1,2,2,3,2,2
2160,1,2,5,2,1,2,1,1,2,1
2161,2,3,4,2,1,1,3,1,2,2
2162,1,2,2,1,1,2,2,3,3,3
2163,2,2,5,4,1,2,3,2,2,2
2164,1,3,4,2,1,2,2,2,2,2
2165,2,2,3,1,1,2,1,2,2,3
2166,2,3,3,1,1,2,3,2,3,3
2167,1,2,5,3,1,1,1,2,2,1
2168,2,3,2,1,1,1,3,3,3,3
2169,2,2,2,1,1,2,3,3,3,3
2170,2,2,3,3,1,1,3,4,3,3
2171,2,2,4,4,1,2,3,3,3,3
2172,2,3,3,2,2,1,4,3,3,3
2173,2,3,3,1,1,2,3,2,3,2
2174,1,2,2,1,1,2,4,2,3,3
2175,1,3,2,2,2,2,3,4,3,4
2176,1,3,3,2,1,2,2,3,3,3
2177,1,2,2,1,1,2,1,4,3,4
2178,1,4,3,3,1,1,4,3,3,3
2179,2,3,3,2,1,1,1,3,3,2
2180,2,3,4,3,1,2,2,2,2,2
2181,2,3,5,3,1,2,3,1,2,1
2182,1,2,3,2,1,2,3,3,3,3
2183,2,3,2,1,1,2,2,3,3,3
2184,2,3,5,4,1,2,3,2,2,2
2185,2,2,5,3,1,2,2,1,1,1
2186,2,2,4,2,1,2,2,2,2,2
2187,2,2,4,3,1,2,2,3,3,2
2188,1,4,3,2,1,2,3,3,3,3
2189,2,2,4,3,1,2,3,3,3,3
2190,2,3,3,2,1,2,3,3,3,3
2191,2,3,3,2,1,1,1,3,3,2
2192,2,2,3,1,1,2,2,2,2,3
2193,2,1,4,3,1,2,4,2,2,3
2194,2,3,4,2,1,2,2,1,2,2
2195,2,3,3,2,2,2,4,2,2,3
2196,1,2,3,3,2,1,4,3,3,3
2197,2,2,3,2,1,2,2,3,3,3
2198,1,2,4,3,1,1,2,3,2,2
2199,2,4,2,1,1,2,2,4,3,4
2200,1,3,4,3,1,1,1,4,3,3
2201,2,3,4,3,2,2,2,2,2,2
2202,2,2,3,2,1,1,2,3,3,3
2203,1,3,3,2,1,2,3,2,3,3
2204,2,1,1,1,1,2,4,3,3,4
2205,2,3,4,3,2,2,2,3,2,3
2206,2,4,4,3,1,1,2,2,2,2
2207,1,1,4,2,1,2,2,1,2,2
2208,1,3,5,3,1,2,3,1,2,2
2209,1,1,4,3,1,2,3,2,2,2
2210,2,2,4,3,1,1,2,2,2,2
2211,2,3,3,2,1,2,2,3,3,3
2212,2,2,5,4,1,2,2,3,2,2
2213,2,3,4,3,1,1,2,3,2,2
2214,1,3,4,3,1,2,4,1,2,2
2215,1,3,5,3,1,2,2,2,2,2
2216,1,1,3,2,1,2,2,3,3,3
2217,2,4,5,4,1,2,2,2,2,2
2218,1,2,5,3,1,1,2,2,2,2
2219,2,4,3,2,1,2,2,3,3,3
2220,2,1,3,1,1,2,3,2,2,3
2221,1,1,4,2,1,1,2,2,2,2
2222,2,2,3,1,1,2,4,1,2,3
2223,1,1,3,2,1,2,3,2,3,3
2224,2,2,2,1,1,2,2,3,3,3
2225,2,3,3,1,2,2,1,2,2,3
2226,2,2,3,2,1,1,4,2,3,3
2227,2,2,3,1,1,1,1,3,2,2
2228,2,2,5,3,1,2,2,1,2,1
2229,2,3,4,4,1,1,4,3,2,3
2230,2,3,4,3,1,1,3,2,2,2
2231,2,3,4,2,1,2,1,2,2,2
2232,2,1,5,3,1,2,2,1,1,1
2233,2,2,5,4,1,1,3,2,2,2
2234,2,3,2,2,1,2,3,4,3,4
2235,2,4,3,2,1,2,2,3,3,3
2236,2,1,4,2,1,2,1,3,2,2
2237,2,3,4,3,1,1,3,3,2,2
2238,2,3,4,4,1,2,3,4,3,3
2239,2,3,4,3,2,2,3,3,3,3
2240,2,2,6,4,1,2,2,2,2,1
2241,1,1,4,2,1,1,3,1,2,2
2242,2,3,4,3,1,2,1,3,2,2
2243,1,4,3,2,1,2,3,3,3,3
2244,2,4,5,3,2,1,2,2,2,2
2245,2,3,5,4,1,1,2,2,2,2
2246,1,3,2,1,1,2,2,3,3,3
2247,1,2,4,2,1,2,2,1,2,2
2248,2,1,5,4,1,2,3,3,2,2
2249,1,3,4,3,1,2,4,2,2,2
2250,2,3,3,3,1,2,3,4,3,3
2251,2,2,3,2,1,1,2,3,3,3
2252,2,1,5,3,1,2,2,2,2,2
2253,1,4,5,3,1,2,3,1,2,1
2254,2,3,3,2,1,2,2,3,3,3
2255,1,3,4,3,1,2,2,2,2,2
2256,2,2,5,3,1,2,1,2,2,1
2257,2,1,3,1,1,2,1,2,2,2
2258,1,3,2,2,1,2,3,4,3,4
2259,1,4,4,3,1,2,2,3,2,2
2260,1,4,5,3,1,2,2,1,1,1
2261,2,4,5,3,1,1,2,1,1,1
2262,2,2,4,3,1,1,2,3,2,2
2263,2,2,3,2,1,1,3,2,2,2
2264,2,2,5,4,1,1,2,3,2,2
2265,2,2,4,3,1,2,4,2,2,2
2266,1,2,4,3,1,1,3,2,2,2
2267,2,4,4,3,1,1,3,2,2,2
2268,2,1,4,3,1,2,2,3,2,3
2269,2,2,2,1,1,2,3,3,3,3
2270,1,4,2,1,1,2,3,3,3,3
2271,2,2,4,3,2,2,3,2,2,2
2272,2,2,4,3,1,2,2,3,2,2
2273,1,3,3,2,2,1,4,3,3,3
2274,2,3,3,2,1,2,3,3,3,3
2275,1,2,3,2,1,2,2,2,2,3
2276,2,2,5,3,1,2,2,1,2,1
2277,2,1,3,2,1,2,2,3,3,3
2278,2,1,4,3,1,2,2,3,2,3
2279,2,2,4,3,1,1,3,2,2,2
2280,2,3,3,2,1,2,3,3,3,3
2281,1,3,3,2,1,1,3,3,3,3
2282,2,2,3,2,1,2,4,2,3,3
2283,2,2,3,2,1,1,4,2,3,3
2284,2,2,4,3,1,2,3,2,2,2
2285,2,2,4,4,1,2,4,3,3,3
2286,2,3,4,3,1,1,2,2,2,2
2287,2,4,5,4,1,2,3,3,2,2
2288,2,3,6,4,1,1,2,1,1,1
2289,1,4,4,4,1,2,4,4,3,3
2290,2,3,2,2,2,2,3,4,3,4
2291,2,2,3,2,1,1,3,3,3,3
2292,2,2,3,2,1,1,2,3,3,3
2293,2,3,2,2,1,2,3,4,3,4
2294,1,1,3,2,1,2,2,3,3,3
2295,2,1,4,3,1,2,3,3,2,3
2296,1,3,3,1,1,1,2,2,2,2
2297,1,4,2,1,1,2,3,2,3,3
2298,2,3,4,3,1,2,2,3,2,2
2299,2,3,6,4,1,1,2,2,1,1
2300,2,3,4,3,1,2,2,2,2,2
2301,1,4,5,3,1,2,1,2,2,1
2302,1,2,3,2,1,2,4,2,3,3
2303,1,2,3,2,1,2,3,3,3,3
2304,2,3,3,2,1,2,3,3,3,3
2305,2,4,4,2,1,2,1,2,2,2
2306,2,1,5,4,1,2,4,2,2,2
2307,2,3,3,3,1,1,2,4,3,3
2308,1,3,3,3,1,2,2,4,3,3
2309,2,2,5,3,1,1,2,2,2,1
2310,1,3,5,4,1,2,3,3,2,2
2311,2,2,3,2,1,2,3,2,3,3
2312,1,3,4,3,1,2,4,1,2,2
2313,2,1,3,2,1,2,2,3,3,3
2314,1,2,4,4,1,2,4,4,3,3
2315,1,3,3,2,1,2,3,2,3,3
2316,1,3,3,3,1,1,3,4,3,3
2317,2,4,3,3,1,2,3,4,3,4
2318,2,2,3,1,1,2,2,1,2,2
2319,2,2,2,2,1,2,3,4,4,4
2320,2,4,4,3,1,2,3,3,3,3
2321,2,3,6,4,2,1,3,1,1,1
2322,2,4,4,2,1,1,2,1,2,2
2323,1,1,3,3,1,2,3,4,3,3
2324,1,3,4,3,1,2,3,3,3,3
2325,2,3,3,1,2,2,2,2,2,2
2326,2,3,3,2,1,1,3,2,3,2
2327,1,4,2,2,1,2,4,3,3,4
2328,1,2,4,2,1,2,2,2,2,2
2329,1,3,5,4,1,1,2,2,2,1
2330,2,2,2,1,2,2,4,2,3,3
2331,1,2,4,3,1,2,3,2,2,2
2332,2,4,4,4,1,2,4,4,3,3
2333,1,1,2,1,1,2,3,2,3,3
2334,2,3,5,4,1,2,2,3,2,2
2335,2,3,3,2,1,1,3,2,2,2
2336,1,3,3,3,1,2,4,3,3,3
2337,2,1,2,2,2,2,3,4,3,4
2338,2,3,4,3,1,1,3,2,2,2
2339,2,2,4,3,2,2,3,3,3,3
2340,1,1,5,4,1,2,3,2,2,2
2341,2,4,6,4,1,1,3,1,1,1
2342,1,3,4,3,1,1,2,4,3,3
2343,2,2,3,3,2,1,4,4,3,4
2344,1,2,3,2,1,1,2,3,3,3
2345,2,1,4,3,1,1,2,3,2,2
2346,2,3,3,2,1,1,3,3,3,3
2347,1,3,4,3,1,1,1,3,2,2
2348,2,4,4,3,1,2,2,2,2,2
2349,2,3,2,2,1,2,4,3,3,4
2350,2,3,3,2,1,1,2,3,3,3
2351,2,3,5,3,1,2,1,2,2,1
2352,1,2,2,1,1,2,2,3,3,3
2353,2,3,4,3,1,2,3,2,2,2
2354,2,2,3,2,1,1,3,3,3,3
2355,2,3,3,1,1,2,2,1,2,2
2356,1,3,2,1,1,1,3,3,3,3
2357,1,3,3,3,1,2,3,4,3,4
2358,2,2,5,3,1,2,3,1,2,1
2359,1,3,6,4,1,2,3,1,1,1
2360,2,2,3,1,1,1,1,2,2,2
2361,1,2,4,3,1,1,2,3,3,2
2362,2,3,3,2,1,2,3,2,2,3
2363,1,3,4,3,1,1,3,2,2,2
2364,1,4,3,2,2,2,3,2,3,3
2365,2,2,3,2,1,2,2,3,3,3
2366,2,2,4,3,1,2,3,2,2,2
2367,2,2,2,2,1,2,3,4,4,4
2368,1,2,3,1,1,2,3,2,2,3
2369,1,3,4,3,2,2,3,2,2,2
2370,1,2,3,2,1,2,3,2,3,3
2371,2,3,4,2,1,2,2,2,2,2
2372,1,2,4,3,1,2,1,4,3,3
2373,2,2,3,2,1,2,2,4,3,3
2374,2,1,2,1,1,2,3,3,3,4
2375,1,3,5,4,1,2,3,2,2,2
2376,1,1,4,2,1,2,1,2,2,2
2377,2,4,5,4,1,2,2,3,2,2
2378,1,2,5,4,1,2,2,3,2,2
2379,2,1,4,2,1,2,2,2,2,2
2380,2,2,2,1,2,1,2,4,3,4
2381,2,2,3,3,1,2,4,4,3,4
2382,2,2,3,2,1,1,1,3,3,3
2383,1,3,4,3,1,2,3,3,3,2
2384,1,2,3,1,1,2,2,2,2,3
2385,1,3,4,3,1,1,2,2,2,2
2386,2,2,4,3,1,1,2,3,2,2
2387,1,1,5,4,1,2,4,3,2,3
2388,1,3,6,4,1,1,3,1,1,1
2389,2,1,3,2,1,1,3,3,3,3
2390,1,2,3,2,1,2,2,3,3,3
2391,2,4,3,1,2,2,1,2,2,3
2392,2,2,3,2,2,2,2,3,3,3
2393,1,2,3,2,1,1,4,3,3,3
2394,2,3,4,3,1,2,3,3,3,3
2395,1,2,5,3,2,2,1,2,2,2
2396,2,3,3,3,1,2,4,3,3,3
2397,1,4,2,2,1,2,4,4,3,4
2398,2,3,6,4,1,2,1,2,1,1
2399,1,2,4,3,1,2,3,2,2,2
2400,1,3,3,2,1,2,2,3,3,3
2401,1,3,4,2,1,1,3,1,2,2
2402,2,4,4,2,1,1,3,1,2,1
2403,2,3,4,2,1,2,2,2,2,2
2404,1,3,4,3,1,1,4,2,2,2
2405,2,2,5,3,1,1,2,2,2,2
2406,2,2,3,3,1,2,3,4,3,3
2407,1,3,6,4,1,2,1,2,1,1
2408,2,2,3,3,1,2,3,4,3,3
2409,2,3,4,3,1,1,3,3,2,2
2410,2,3,4,3,1,1,3,3,2,3
2411,2,1,3,2,1,2,4,2,3,3
2412,2,2,5,4,1,2,2,3,2,2
2413,2,1,3,2,1,1,3,2,2,3
2414,1,4,3,3,1,2,3,4,3,3
2415,2,1,3,2,1,1,1,3,3,3
2416,1,2,3,2,1,2,2,3,3,3
2417,2,3,2,2,1,2,4,4,4,4
2418,2,2,4,2,1,2,2,1,2,2
2419,2,3,3,2,1,2,2,4,3,3
2420,2,2,3,1,1,2,1,2,2,3
2421,1,2,5,4,1,1,3,2,2,2
2422,2,1,5,4,1,1,2,2,2,2
2423,1,2,3,2,2,1,2,3,3,3
2424,2,3,4,3,1,2,3,2,2,2
2425,1,2,3,2,1,1,2,3,3,3
2426,2,1,4,3,2,2,2,3,3,3
2427,2,2,4,3,1,2,2,3,3,2
2428,2,4,5,4,1,2,3,3,2,2
2429,2,3,5,4,1,2,3,3,2,2
2430,2,3,2,2,1,2,4,3,3,4
2431,2,4,5,3,1,1,1,3,2,2
2432,1,1,4,3,1,2,2,2,2,2
2433,2,2,4,2,1,1,1,2,2,2
2434,1,4,4,3,1,1,3,2,2,2
2435,2,3,4,2,1,1,2,2,2,2
2436,2,2,2,1,1,1,1,4,3,3
2437,2,2,4,3,1,2,2,2,2,2
2438,2,3,5,4,1,1,2,2,2,1
2439,2,2,3,3,1,1,4,3,3,3
2440,1,2,4,2,1,1,2,1,2,2
2441,2,3,4,3,1,2,3,3,3,2
2442,2,3,3,3,1,2,4,3,3,3
2443,1,2,2,1,1,1,2,3,3,3
2444,2,3,4,2,1,2,2,2,2,2
2445,2,1,4,3,1,2,3,2,2,2
2446,1,2,5,4,1,2,2,3,2,2
2447,2,2,5,3,1,1,2,2,2,1
2448,2,1,4,3,1,2,2,3,2,3
2449,2,2,3,3,1,2,4,3,3,3
2450,2,4,3,2,1,2,3,2,2,2
2451,1,2,4,4,1,2,4,3,3,3
2452,2,4,5,4,1,1,4,1,2,1
2453,2,2,3,1,1,2,2,2,2,2
2454,2,4,5,3,1,1,1,1,1,1
2455,2,2,3,2,1,2,3,3,3,3
2456,2,3,2,1,1,2,3,3,3,3
2457,1,2,2,1,1,2,1,3,3,3
2458,1,1,4,2,1,2,3,1,2,2
2459,2,4,3,3,1,2,2,4,3,3
2460,2,2,5,3,1,2,2,1,2,1
2461,2,4,4,3,1,2,2,3,2,3
2462,2,2,4,3,1,1,3,3,3,2
2463,2,1,2,1,1,1,3,3,3,4
2464,1,3,5,4,2,2,3,3,2,2
2465,1,3,2,1,1,2,1,3,3,3
